question,answer,question_ids,answer_ids
"ip Chong, a senior psychiatrist in private practice, believed that Lim was mentally ill at the time of the crimes. Claiming to be """, judging by the,"[496, 59476, 204, 23, 241, 6259, 45455, 272, 2348, 3100, 204, 23, 7939, 325, 7075, 398, 18364, 2931, 388, 248, 601, 275, 248, 12884, 204, 25, 20740, 263, 271, 314, 204, 13]","[26275, 431, 248]"
" Hartford Financial Services and Chubb Corp. ), in a 2007 antitrust case regarding business practices between 2001 and 2004.", The settlement is,"[42725, 8734, 3959, 273, 636, 51690, 14826, 25, 204, 20, 204, 23, 272, 241, 204, 853, 34, 58998, 1494, 4451, 1100, 5560, 1192, 204, 853, 28, 273, 204, 853, 31, 204, 25]","[390, 12893, 304]"
" most Grammys received in one night by a female artist. In November 2003, Williams appeared as Aida on Broadway. In January ",2004 ,"[758, 44031, 839, 3245, 272, 532, 1809, 431, 241, 5808, 5591, 204, 25, 529, 3895, 204, 853, 30, 204, 23, 9039, 6248, 345, 317, 2715, 313, 21266, 204, 25, 529, 3675, 204]","[853, 31, 204]"
 goes to Charlie's for a drink and Declan calls her and says that the situation with the money was down to a software glitch. Diana see, Paul Robinson arrive,"[3271, 271, 15814, 204, 18, 94, 312, 241, 4187, 273, 20383, 257, 5217, 573, 273, 1815, 325, 248, 3289, 335, 248, 1569, 398, 901, 271, 241, 2769, 51958, 204, 25, 24491, 760]","[4502, 18734, 9258]"
" days in Ontario, he spoke at a rally in Quebec City, before spending the remainder of the first week in the Maritimes. The next", week saw D,"[1522, 272, 13805, 204, 23, 332, 7468, 388, 241, 16676, 272, 26090, 2681, 204, 23, 996, 5755, 248, 21904, 275, 248, 772, 1356, 272, 248, 1848, 256, 1127, 204, 25, 390, 1407]","[1356, 2759, 361]"
 of the construction was Peter W. Barlow and the contractors were Messrs. Hoof & Son. In April 1845 the SER decided, that the branch,"[275, 248, 4474, 398, 6922, 367, 25, 341, 1793, 307, 273, 248, 15734, 646, 10470, 2439, 25, 370, 10092, 204, 17, 6578, 204, 25, 529, 3242, 204, 11804, 32, 248, 17946, 3571]","[325, 248, 10157]"
 bowled. Bosanquet persuaded team @-@ mates to remain silent as he wished to maintain the impression that his off break was an accident so, that batsmen,"[4873, 1046, 204, 25, 16996, 257, 13748, 42153, 1255, 204, 43, 24, 43, 30275, 271, 4464, 11963, 345, 332, 17476, 271, 3359, 248, 10318, 325, 545, 597, 2162, 398, 267, 5764, 485]","[325, 29095, 3279]"
" second week of June before recurving across Taiwan and becoming an extratropical cyclone. June formed during the third week of June, and moved just", east of Taiwan,"[1459, 1356, 275, 3175, 996, 30039, 1247, 1993, 16360, 273, 5519, 267, 1050, 4917, 29174, 9971, 481, 204, 25, 3175, 8467, 1365, 248, 2914, 1356, 275, 3175, 204, 23, 273, 4372, 645]","[10001, 275, 16360]"
" the film, "" Howard Turner "" and his girlfriend, "" Emma Lou Cook "", were found dead outside of the vehicle ",. Emma Cook,"[248, 2675, 204, 23, 204, 13, 15229, 22098, 204, 13, 273, 545, 13374, 204, 23, 204, 13, 16287, 5550, 7978, 204, 13, 204, 23, 646, 1217, 3617, 2835, 275, 248, 4627, 204]","[25, 16287, 7978]"
" four and wounded 13, including Warrant Officer Class Two Jack Kirby, who had earlier received the Distinguished Conduct Medal for his actions at Long Tan ",", and was","[1855, 273, 21158, 204, 1313, 204, 23, 1497, 367, 7162, 10108, 4669, 5878, 4164, 45725, 204, 23, 569, 618, 4273, 3245, 248, 51017, 23732, 32415, 312, 545, 5039, 388, 5820, 16511, 204]","[23, 273, 398]"
" Cradle Snatchers. After the success of The Cradle Snatchers, Stuart would star in several shorts, many of which again paired", him with his,"[4309, 36677, 7930, 249, 10690, 204, 25, 2539, 248, 1823, 275, 390, 4309, 36677, 7930, 249, 10690, 204, 23, 29424, 631, 4177, 272, 1988, 18159, 204, 23, 860, 275, 585, 968, 19183]","[801, 335, 545]"
" k for nearly circular orbits, and estimates of A and B, Newton showed that this force law could not account for the Moon's pre","cession,","[429, 312, 4253, 17084, 379, 20057, 204, 23, 273, 12699, 275, 317, 273, 341, 204, 23, 23906, 5233, 325, 414, 4091, 1651, 765, 416, 1709, 312, 248, 11276, 204, 18, 94, 634]","[42287, 204, 23]"
 It was in an exposed position and came under hand grenade attack from Turkish troops. Mackay was slightly injured in one such attack. When Lieutenant Jack, Massie was,"[605, 398, 272, 267, 9182, 2524, 273, 2001, 813, 978, 36156, 682, 3033, 427, 19055, 12092, 204, 25, 20857, 316, 398, 5725, 10600, 272, 532, 963, 3033, 204, 25, 1699, 35468, 4164]","[6262, 396, 398]"
" project. He met with Oppenheimer at Los Alamos in April 1943, but was not convinced that he was needed. Oppen",heimer wrote to,"[1441, 204, 25, 707, 1345, 335, 11898, 250, 18854, 388, 6254, 1031, 6111, 272, 3242, 204, 5387, 30, 204, 23, 480, 398, 416, 12823, 325, 332, 398, 2434, 204, 25, 11898, 250]","[18854, 4347, 271]"
"y sees a parallel in Hendrix's early life that is reflected in the lyrics for "" Hear My Train A Comin'"".", When he left,"[100, 9879, 241, 12798, 272, 63076, 204, 18, 94, 2304, 1063, 325, 304, 15561, 272, 248, 16863, 312, 204, 13, 33814, 1814, 14807, 317, 1245, 242, 204, 18, 204, 13, 204, 25]","[1699, 332, 1786]"
 east in areas such as Green Bay. In particular the half @-@ Dakota British captain Joseph Renville heavily recruited among the Mdewakanton branch, of the Dakota,"[10001, 272, 2698, 963, 345, 4396, 5680, 204, 25, 529, 2057, 248, 2465, 204, 43, 24, 43, 19723, 5282, 16730, 9559, 8730, 3931, 10914, 30792, 2369, 248, 51994, 796, 452, 29013, 10157]","[275, 248, 19723]"
 the battle is deemed by Leicestershire County Council to be in the vicinity of the town of Market Bosworth. The council engaged historian Daniel Williams to research, the battle ,"[248, 6201, 304, 17359, 431, 1135, 841, 47053, 3402, 5185, 271, 314, 272, 248, 31668, 275, 248, 3371, 275, 3601, 16996, 8612, 204, 25, 390, 11565, 9238, 29711, 8156, 9039, 271, 1959]","[248, 6201, 204]"
" of the A9. Since the Kaštel and Dragonja border crossing is the agreed contact point for the motorway link between Croatia and Slovenia,", the section is,"[275, 248, 317, 36, 204, 25, 5038, 248, 15214, 20760, 286, 273, 14307, 4404, 6892, 17463, 304, 248, 7213, 2072, 1151, 312, 248, 5267, 989, 2483, 1192, 34545, 273, 51332, 204, 23]","[248, 3638, 304]"
", "" no matter what "" and then settle his eligibility later. The Canucks selected Bure three picks ahead of Detroit's turn",. Winnipeg,"[204, 23, 204, 13, 658, 2553, 637, 204, 13, 273, 832, 12870, 545, 21191, 2185, 204, 25, 390, 1853, 7344, 5683, 341, 458, 1373, 15422, 4526, 275, 15397, 204, 18, 94, 1411]","[204, 25, 43275]"
" the novel from the time he lived in Pittsburgh. The other characters were "" pieces of real people in [ his ] life "" ;", Chbosky,"[248, 5946, 427, 248, 601, 332, 6282, 272, 19356, 204, 25, 390, 599, 5058, 646, 204, 13, 4855, 275, 1059, 692, 272, 204, 70, 545, 204, 72, 1063, 204, 13, 204, 38]","[636, 46526, 2950]"
" @-@ year contract with Metro Goldwyn Mayer Studios ( MGM ) in 1949 ; she later remarked, "" Joining Metro", was like walking,"[204, 43, 24, 43, 649, 3027, 335, 19172, 4305, 33905, 48327, 19930, 204, 19, 58924, 204, 20, 272, 204, 5387, 36, 204, 38, 674, 2185, 34043, 204, 23, 204, 13, 61920, 19172]","[398, 606, 5834]"
" senior officials. In addition, a group of protesters began a peaceful sit @-@ in that day. So Sau Chung, veteran campaign",er (,"[6259, 6732, 204, 25, 529, 1594, 204, 23, 241, 1408, 275, 28991, 3465, 241, 14792, 1400, 204, 43, 24, 43, 272, 325, 1002, 204, 25, 1300, 16053, 59762, 204, 23, 15283, 3942]","[246, 204, 19]"
" season in Entertainment Weekly, "" Shadows "" was rated a C +, with the episode being called "" exceedingly awkward "",", while the political,"[2120, 272, 15426, 20715, 204, 23, 204, 13, 52016, 204, 13, 398, 13420, 241, 319, 204, 22, 204, 23, 335, 248, 6699, 1003, 1964, 204, 13, 46793, 15644, 204, 13, 204, 23]","[1093, 248, 3709]"
" winning the regular season title. The team set franchise records for victories ( 58 ) and points ( 120 ), which stood", until the ,"[6336, 248, 3000, 2120, 4120, 204, 25, 390, 1255, 889, 12795, 5769, 312, 30986, 204, 19, 204, 5768, 204, 20, 273, 2705, 204, 19, 204, 5959, 204, 20, 204, 23, 585, 6838]","[1725, 248, 204]"
", King Henry became enamoured with Anne and began his pursuit. Some say that Anne resisted the King's attempts to seduce her, refusing", to become his,"[23, 3884, 9566, 3569, 63360, 11477, 335, 13251, 273, 3465, 545, 19631, 204, 25, 2660, 1112, 325, 13251, 43027, 248, 3884, 204, 18, 94, 10962, 271, 8298, 9847, 573, 204, 23, 27075]","[271, 1904, 545]"
"( "" If there were high school kids that good, I figured I wasn 't going to make it to the pros "" ) ",", and Auer","[19, 204, 13, 972, 629, 646, 986, 1473, 2862, 325, 822, 204, 23, 295, 12253, 295, 2728, 204, 18, 95, 1089, 271, 717, 334, 271, 248, 4812, 204, 13, 204, 20, 204]","[23, 273, 317, 4721]"
" with HKS, Inc. contracted to build the stadium. Construction was halted in August 2008, as Gillett and Hicks had difficulty in", financing the £ ,"[335, 370, 16554, 204, 23, 3670, 25, 29223, 271, 1398, 248, 18963, 204, 25, 13022, 398, 42851, 272, 3333, 204, 853, 35, 204, 23, 345, 13833, 12743, 273, 49458, 618, 10698, 272]","[11560, 248, 5131, 204]"
 Club was limited to two individuals per fraternity or military ROTC program. A group known as the T @-@ Club was charged with upholding the, RAT rules with,"[5488, 398, 3991, 271, 847, 3538, 559, 59512, 379, 4869, 382, 59586, 1283, 204, 25, 317, 1408, 2245, 345, 248, 301, 204, 43, 24, 43, 5488, 398, 8181, 335, 510, 25122, 248]","[382, 1584, 4213, 335]"
 Doctor ( Matt Smith ) and his companion Clara Oswald ( Jenna @-@ Louise Coleman ) visit a mansion in the 1970s, owned by Professor Alec,"[12775, 204, 19, 6256, 6220, 204, 20, 273, 545, 15673, 30216, 61667, 204, 19, 47140, 204, 43, 24, 43, 29098, 36218, 204, 20, 1813, 241, 32078, 272, 248, 204, 3344, 27, 94]","[8439, 431, 8540, 47080]"
 series of attacks by carrier @-@ based aircraft on Colombo and Trincomalee. Another attack occurred on 9 April. Little damage, was done on land,"[2559, 275, 7811, 431, 14178, 204, 43, 24, 43, 1934, 10872, 313, 1640, 47578, 273, 40886, 994, 895, 80, 204, 25, 7362, 3033, 9092, 313, 204, 36, 3242, 204, 25, 8527, 4233]","[398, 1782, 313, 2168]"
" Bosnian Muslim soldiers of the division in mid @-@ October 1944, but it was disbanded and its reliable troops were absorbed by", the 13th,"[16996, 57018, 8828, 10902, 275, 248, 9936, 272, 3852, 204, 43, 24, 43, 3692, 204, 5387, 31, 204, 23, 480, 334, 398, 593, 3474, 269, 273, 701, 7033, 12092, 646, 22185, 431]","[248, 204, 1313, 420]"
" spiralling prices in Perth. By July, however, negotiations between the councils broke down, and the Shire of Perth ( now City", of Stirling ,"[12967, 17322, 4102, 272, 35548, 204, 25, 2702, 3313, 204, 23, 2537, 204, 23, 18382, 1192, 248, 42857, 8667, 901, 204, 23, 273, 248, 1077, 533, 275, 35548, 204, 19, 849, 2681]","[275, 24056, 1366, 204]"
"ock in Moula @-@ Ali, Hyderabad, Mah Laqa constructed a walled compound where she frequently held mushairas. Inside"," this compound,","[764, 272, 43652, 2854, 204, 43, 24, 43, 14771, 204, 23, 37391, 204, 23, 10254, 2284, 37594, 13027, 241, 3058, 269, 14625, 881, 674, 7069, 3053, 15183, 962, 277, 204, 25, 18102]","[414, 14625, 204, 23]"
" among Democratic Senators as the Whip, and former Senator Barack Obama had become the President of the United States. The city announced a $ 500", million insurance policy against,"[2369, 11679, 43266, 345, 248, 882, 496, 204, 23, 273, 3734, 18192, 24528, 6815, 618, 1904, 248, 3503, 275, 248, 2522, 2941, 204, 25, 390, 2295, 4734, 241, 204, 15, 204, 3087]","[2261, 3386, 3244, 1542]"
" notorious of these was the Bellone, known to be operating in the area. In the early afternoon, lookouts on Rattlesnake", spotted sails near the,"[32491, 275, 783, 398, 248, 11353, 481, 204, 23, 2245, 271, 314, 5956, 272, 248, 1766, 204, 25, 529, 248, 2304, 7332, 204, 23, 706, 5705, 313, 382, 1207, 768, 89, 497]","[19038, 56570, 2578, 248]"
" attacked Davis's settlement, killing, scalping, and mutilating fifteen men, women, and children. Two teenage", girls from the settlement,"[15646, 11853, 204, 18, 94, 12893, 204, 23, 10103, 204, 23, 12378, 13335, 204, 23, 273, 5307, 285, 773, 18547, 1658, 204, 23, 1920, 204, 23, 273, 1770, 204, 25, 5878, 22449]","[4620, 427, 248, 12893]"
" successful, but a larger @-@ scale operation was devised by Admiral Franz von Hipper afterwards. The fast battlecruisers would actually conduct the", bombardment while the,"[4063, 204, 23, 480, 241, 4840, 204, 43, 24, 43, 5588, 5814, 398, 43552, 431, 37657, 35907, 3163, 370, 12436, 16600, 204, 25, 390, 2794, 6201, 56688, 27493, 631, 1742, 3838, 248]","[51252, 406, 1093, 248]"
" pressure estimated at 983 mbar ( hPa ; 29 @.@ 03 inHg ). With this intensity,", Barbara made landfall,"[3712, 8719, 388, 204, 59423, 266, 4617, 204, 19, 278, 24839, 204, 38, 204, 2237, 204, 43, 25, 43, 204, 4328, 272, 59834, 204, 20, 204, 25, 1743, 414, 14062, 204, 23]","[17516, 1021, 2168, 8483]"
" said almost nothing, citing a sacred oath — Carboni informed him that so far as he could see, there was no evidence to support his version", of events.,"[746, 2376, 2432, 204, 23, 26817, 241, 18125, 33405, 204, 791, 20105, 84, 8398, 801, 325, 485, 1825, 345, 332, 765, 760, 204, 23, 629, 398, 658, 3941, 271, 1164, 545, 2684]","[275, 2863, 204, 25]"
" Rivoli, Talbot ordered Weasel ahead to engage them while Victorious fought Barré's flagship directly. At 04 : ","15, We","[27149, 7449, 204, 23, 62221, 8552, 703, 277, 286, 4526, 271, 7969, 612, 1093, 7197, 13293, 13764, 27166, 465, 204, 18, 94, 26509, 3644, 204, 25, 1570, 204, 3519, 204, 37, 204]","[1030, 204, 23, 703]"
"5, in Barry Island, Wales. In 1927 he leased a piece of land from the Earl of Scarbrough in the seaside town", of Skegness,"[32, 204, 23, 272, 20262, 6252, 204, 23, 15273, 204, 25, 529, 204, 6182, 34, 332, 50879, 241, 3522, 275, 2168, 427, 248, 25738, 275, 19403, 77, 751, 272, 248, 48131, 3371]","[275, 31311, 82, 1123]"
", was inspired by a line in "" Ugly "", which reads : "" I grew taller than them in more ways /", But there ',"[204, 23, 398, 7152, 431, 241, 1739, 272, 204, 13, 493, 12275, 204, 13, 204, 23, 585, 14127, 204, 37, 204, 13, 295, 7311, 30334, 661, 612, 272, 520, 2498, 204, 26]","[1094, 629, 204, 18]"
" contained the quietest beach they could find, and built three piers and a backlot for Port Royal and Tortuga. Of most importance to the", film were the three,"[10837, 248, 5810, 355, 6449, 506, 765, 931, 204, 23, 273, 3426, 1373, 260, 3969, 273, 241, 743, 21945, 312, 4149, 8829, 273, 33708, 30543, 204, 25, 2960, 758, 6107, 271, 248]","[2675, 646, 248, 1373]"
" Erichthonius was generally credited to be the inventor of the quadriga, the four @-@ horse chariot, which he used", in the battle against,"[10986, 389, 27735, 4962, 398, 4701, 26459, 271, 314, 248, 44585, 275, 248, 16095, 6148, 76, 204, 23, 248, 1855, 204, 43, 24, 43, 7097, 1614, 5165, 204, 23, 585, 332, 1042]","[272, 248, 6201, 1542]"
 Thinang Ananta Samakhom ; this European style grand audience chamber was used by the king to receive various foreign missions. Other buildings included King Rama, IV's,"[37334, 642, 1060, 4910, 4770, 14028, 279, 204, 38, 414, 4588, 2685, 3110, 5111, 15675, 398, 1042, 431, 248, 6693, 271, 3162, 2458, 5427, 18692, 204, 25, 4232, 7621, 3345, 3884, 59284]","[11829, 204, 18, 94]"
" U.S. military, to determine the power of the nuclear explosion and the type of material that was used. A Ministry spokesman said : ",“ Following the recent,"[493, 25, 62, 25, 4869, 204, 23, 271, 5017, 248, 1484, 275, 248, 9048, 20341, 273, 248, 1842, 275, 2047, 325, 398, 1042, 204, 25, 317, 11092, 21930, 746, 204, 37, 204]","[488, 14928, 248, 3050]"
" pre @-@ selection of the new party, but this was broken at the next election. The LM was also given an equal voting share on", pre @-,"[634, 204, 43, 24, 43, 5080, 275, 248, 627, 3054, 204, 23, 480, 414, 398, 6444, 388, 248, 1407, 6675, 204, 25, 390, 38306, 398, 614, 2132, 267, 6686, 11540, 2195, 313]","[634, 204, 43, 24]"
" eight more artists including Zhang Guangyu, Ding Song, and Wang Dunqing, formed the Shanghai Sketch Society ( also translated as Shanghai Cartoon Association", ) in the,"[4707, 520, 6517, 1497, 27348, 39718, 36134, 204, 23, 50971, 11958, 204, 23, 273, 19981, 19063, 48047, 204, 23, 8467, 248, 22818, 43071, 6945, 204, 19, 614, 17393, 345, 22818, 56592, 5168]","[204, 20, 272, 248]"
. She was present during a later encounter with British light forces around midnight. She remained concealed in the darkness and observed the I Battle Squadron dreadnoughts, hammering several British,"[25, 1261, 398, 1652, 1365, 241, 2185, 10766, 335, 5282, 1547, 6389, 1111, 19444, 204, 25, 1261, 8895, 32662, 272, 248, 12906, 273, 7790, 248, 295, 14729, 56647, 17394, 89, 1165, 94]","[19045, 263, 1988, 5282]"
" phones, demanding to know where her son is, Uncle David feigns ignorance, telling her that he himself is not in Sheppey but", in Manchester.,"[10313, 204, 23, 15044, 271, 655, 881, 573, 1990, 304, 204, 23, 25327, 4653, 566, 562, 94, 22334, 204, 23, 6447, 573, 325, 332, 3448, 304, 416, 272, 1261, 364, 11507, 480]","[272, 14637, 204, 25]"
" accident and arrives in time to stop the wedding but ultimately Mulan is saved by Mushu who, posing as the mighty Golden Dragon of Unity, frees", the three princesses,"[5764, 273, 19577, 272, 601, 271, 2663, 248, 5435, 480, 8417, 24338, 257, 304, 8173, 431, 31797, 96, 569, 204, 23, 36646, 345, 248, 23058, 10949, 14307, 275, 26102, 204, 23, 58990]","[248, 1373, 22555, 255]"
" 10 @.@ 4 billion of assets in its consulting business as of the end of 1996. Within its securities business, Dean", Witter focused on,"[204, 696, 204, 43, 25, 43, 204, 31, 4777, 275, 6835, 272, 701, 15118, 1100, 345, 275, 248, 991, 275, 204, 1840, 33, 204, 25, 14740, 701, 20073, 1100, 204, 23, 15104]","[367, 2880, 5727, 313]"
" Judge CJ, Thomas LJ and Owen J ) ruled that both newspapers had been in contempt of court, and fined the Daily Mirror £ 50"," @,@","[16021, 38922, 204, 23, 6962, 393, 53, 273, 30787, 462, 204, 20, 17310, 325, 1216, 19070, 618, 650, 272, 31521, 275, 3520, 204, 23, 273, 46868, 248, 9546, 25916, 5131, 204, 1223]","[204, 43, 23, 43]"
", and polarized and non @-@ polarized reference photos were taken. Superman's cape and costume were scanned in high detail — the cape", in particular became a,"[23, 273, 64134, 273, 1462, 204, 43, 24, 43, 64134, 5515, 4009, 646, 2629, 204, 25, 34128, 204, 18, 94, 45946, 273, 19072, 646, 30273, 272, 986, 3730, 204, 791, 248, 45946]","[272, 2057, 3569, 241]"
" those separated from the SPARS, the officer candidate school was later reopened for one last class. The candidates were all former enlisted personnel, who received", their indoctrination,"[1014, 14039, 427, 248, 7535, 9504, 204, 23, 248, 7616, 8014, 1473, 398, 2185, 50838, 312, 532, 1143, 1234, 204, 25, 390, 7674, 646, 455, 3734, 43625, 10249, 204, 23, 569, 3245]","[525, 730, 64916, 1745]"
 But now it's gotten very weird. People follow me into the men's room just so they can say that they saw me pee ,". "" 
","[1094, 849, 334, 204, 18, 94, 8795, 829, 9240, 204, 25, 4813, 1122, 454, 679, 248, 1658, 204, 18, 94, 1664, 645, 485, 506, 418, 1112, 325, 506, 2759, 454, 30648, 204]","[25, 204, 13, 4610]"
" on to Guam, where he stayed for six weeks before returning home. He recorded his impressions of the places he visited and disdained the poverty", of the inhabitants of,"[313, 271, 2172, 311, 204, 23, 881, 332, 10328, 312, 2972, 2927, 996, 10169, 1081, 204, 25, 707, 7831, 545, 26765, 275, 248, 3865, 332, 9261, 273, 593, 79, 2424, 248, 12264]","[275, 248, 23054, 275]"
" it was never adopted by the British Parliament, it was an important precursor to the United States Constitution. A month prior to the meeting, Franklin published"," his Join,","[334, 398, 1328, 10429, 431, 248, 5282, 15102, 204, 23, 334, 398, 267, 1355, 47305, 271, 248, 2522, 2941, 15351, 204, 25, 317, 1325, 3074, 271, 248, 3525, 204, 23, 19504, 4002]","[545, 14406, 204, 23]"
". In 1869, Congress changed how the grants were to be distributed, requiring the railroads to sell land along the line to settlers in ",160 @-,"[25, 529, 204, 10380, 36, 204, 23, 6855, 4148, 672, 248, 14465, 646, 271, 314, 11133, 204, 23, 13964, 248, 9136, 26786, 271, 3385, 2168, 1858, 248, 1739, 271, 42271, 272, 204]","[9042, 204, 43, 24]"
". They answered with extreme caution ; many facts, particularly regarding the deaths of US soldiers, were avoided. Despite the long passage of time", since the battle ,"[204, 25, 1176, 9806, 335, 8653, 19320, 204, 38, 860, 7698, 204, 23, 4235, 4451, 248, 10573, 275, 1571, 10902, 204, 23, 646, 17630, 204, 25, 10744, 248, 916, 11690, 275, 601]","[1428, 248, 6201, 204]"
 warrior Bellerophon who rode the winged horse Pegasus and slew the monster Chimera. The pronunciation proved difficult for the ordinary sailors of the period ,", and she was","[26961, 341, 5745, 62510, 569, 19564, 248, 13598, 269, 7097, 2562, 55241, 273, 43271, 248, 16516, 47280, 2307, 204, 25, 390, 45454, 11491, 2490, 312, 248, 11330, 43214, 275, 248, 2397, 204]","[23, 273, 674, 398]"
"118 ° 23 ′ 15 @.@ 2 ″ W ), in memory of Wright, who was described"," as an ""","[15711, 20691, 204, 1871, 204, 283, 122, 204, 1030, 204, 43, 25, 43, 204, 29, 204, 283, 123, 367, 204, 20, 204, 23, 272, 4970, 275, 18267, 204, 23, 569, 398, 5383]","[345, 267, 204, 13]"
"584 that the dukes elected a new king in the person of Authari, son of Cleph, who began the definitive consolidation and centralization of", the Lombard kingdom while,"[50811, 325, 248, 1681, 7127, 11356, 241, 627, 6693, 272, 248, 923, 275, 24929, 2150, 204, 23, 1990, 275, 11784, 747, 204, 23, 569, 3465, 248, 28196, 26896, 273, 5213, 1587, 275]","[248, 62755, 14793, 1093]"
" a stand @-@ up routine in a small club. In the commentary and the interview on the DVD, Bathurst says that he was told", that they would be,"[241, 1405, 204, 43, 24, 43, 510, 8117, 272, 241, 1385, 4230, 204, 25, 529, 248, 19154, 273, 248, 3975, 313, 248, 11087, 204, 23, 10474, 23247, 1815, 325, 332, 398, 2276]","[325, 506, 631, 314]"
" of Action Dyslexia Delhi, said that the number of parents who visit her office increased tenfold in the months following the film's release.", Many began taking a,"[275, 9711, 24457, 57338, 14683, 204, 23, 746, 325, 248, 1386, 275, 3300, 569, 1813, 573, 2805, 4044, 3020, 14801, 272, 248, 2137, 1863, 248, 2675, 204, 18, 94, 3586, 204, 25]","[4552, 3465, 2290, 241]"
" Fanø Bay, is the island of Fanø, 16 kilometres ( 9 @.@ 9 mi ) by 5", kilometres ( ,"[15660, 34881, 5680, 204, 23, 304, 248, 7498, 275, 15660, 34881, 204, 23, 204, 1243, 37374, 204, 19, 204, 36, 204, 43, 25, 43, 204, 36, 3554, 204, 20, 431, 204, 32]","[37374, 204, 19, 204]"
" is separated by the difference in molecular weight between 235UF6 and 238UF6 using high @-@ speed centrifuges, is the", cheapest and leading enrichment,"[304, 14039, 431, 248, 3715, 272, 16719, 2707, 1192, 204, 23846, 39656, 33, 273, 204, 27767, 39656, 33, 1241, 986, 204, 43, 24, 43, 3804, 41599, 930, 255, 204, 23, 304, 248]","[20809, 273, 3736, 42649]"
" depart bound for Iceland on 24 September 1984, but the U.S. Government and Rainbow were aware there was the possibility of a strike by", Icelandic longshore,"[7178, 6020, 312, 24118, 313, 204, 1463, 3278, 204, 2747, 31, 204, 23, 480, 248, 493, 25, 62, 25, 6286, 273, 29284, 646, 3671, 629, 398, 248, 7510, 275, 241, 10031, 431]","[24118, 276, 916, 16069]"
" Entertainment and originally released for the Nintendo 64 video game console on October 21, 1998. A port of the game was also released for", Microsoft Windows shortly afterwards,"[15426, 273, 8506, 4171, 312, 248, 20408, 204, 3306, 2028, 1404, 10494, 313, 3692, 204, 1868, 204, 23, 204, 1840, 35, 204, 25, 317, 2043, 275, 248, 1404, 398, 614, 4171, 312]","[5965, 4625, 13134, 16600]"
 the provinces of Aurora and Quezon in addition to managing ongoing relief efforts for regions impacted by Tropical Depression Winnie. Individual Red Cross chapters were tasked with closely, monitoring the movement of,"[248, 29797, 275, 33331, 273, 5566, 25339, 272, 1594, 271, 8832, 8009, 7886, 4849, 312, 8943, 17809, 431, 39523, 25803, 27807, 396, 204, 25, 21376, 3509, 7942, 17797, 646, 34660, 335, 8285]","[8119, 248, 4823, 275]"
", The Very Best of the Music Machine, and Ignition have added to the Music Machine's return to the public's interest."," In addition,","[23, 390, 8907, 3655, 275, 248, 6316, 8972, 204, 23, 273, 20190, 638, 413, 2664, 271, 248, 6316, 8972, 204, 18, 94, 1161, 271, 248, 1202, 204, 18, 94, 1378, 204, 25]","[529, 1594, 204, 23]"
" 1956 sorrel stallion, who was rated AAAT on the racetrack. He was also a stakes winner, and won ",12 out of ,"[204, 5021, 33, 13189, 2814, 26745, 280, 204, 23, 569, 398, 13420, 20352, 1584, 313, 248, 5915, 289, 35132, 204, 25, 707, 398, 614, 241, 26127, 8748, 204, 23, 273, 2107, 204]","[928, 495, 275, 204]"
"), and they went to work on crafting their first home studio in a rental house on the outskirts of town. Before long, they started a", leisurely recording session for,"[20, 204, 23, 273, 506, 2129, 271, 633, 313, 27017, 525, 772, 1081, 7882, 272, 241, 9729, 1820, 313, 248, 50169, 275, 3371, 204, 25, 7458, 916, 204, 23, 506, 2075, 241]","[53392, 9321, 5171, 312]"
" calling him the "" heavyweight champion of Final Fantasy villains, "" and praising his appearance and backstory. He would take the same spot in the list", of top 25,"[6208, 801, 248, 204, 13, 55380, 12969, 275, 12728, 21403, 44880, 204, 23, 204, 13, 273, 54291, 545, 6668, 273, 59622, 204, 25, 707, 631, 980, 248, 1144, 4280, 272, 248, 1175]","[275, 1246, 204, 1395]"
" History @-@ Film Format Research Group "" was formed under the leadership of Ma. Po. Sivagnanam, with Krishnas","amy, P","[7187, 204, 43, 24, 43, 10274, 22014, 4520, 3814, 204, 13, 398, 8467, 813, 248, 5999, 275, 4944, 204, 25, 8373, 204, 25, 302, 419, 58175, 311, 204, 23, 335, 28751, 20272]","[11832, 204, 23, 337]"
" takes. You know, the first day of production in San Francisco we shot 56 takes of Mark and Jake – and it's the", 56th take,"[2869, 204, 25, 781, 655, 204, 23, 248, 772, 1002, 275, 3146, 272, 3787, 8863, 360, 4556, 204, 5499, 2869, 275, 5169, 273, 19808, 204, 600, 273, 334, 204, 18, 94, 248]","[204, 5499, 420, 980]"
"132 km / h ). The combination of high winds and surge cut power to most of the area and flooded at least 50 homes,", all of which were,"[18087, 8027, 204, 26, 278, 204, 20, 204, 25, 390, 5777, 275, 986, 17449, 273, 10822, 2166, 1484, 271, 758, 275, 248, 1766, 273, 29466, 388, 1931, 204, 1223, 5181, 204, 23]","[455, 275, 585, 646]"
 also made available ; it set within the Joker's Sionis Steel Mill base where the player is faced with multiple waves of opponents. The, pre @-,"[614, 1021, 1433, 204, 38, 334, 889, 1574, 248, 43450, 204, 18, 94, 302, 280, 259, 10188, 8098, 2995, 881, 248, 3850, 304, 9961, 335, 3381, 11612, 275, 17108, 204, 25, 390]","[634, 204, 43, 24]"
